3132	Fabric MillsT 
31321	Broadwoven Fabric MillsT 
313210	Broadwoven Fabric Mills
31322	Narrow Fabric Mills and Schiffli Machine EmbroideryT 
313220	Narrow Fabric Mills and Schiffli Machine Embroidery
31323	Nonwoven Fabric MillsT 
313230	Nonwoven Fabric Mills
31324	Knit Fabric MillsT 
313240	Knit Fabric Mills
3133	Textile and Fabric Finishing and Fabric Coating MillsT 
31331	Textile and Fabric Finishing MillsT
313310	Textile and Fabric Finishing Mills 
31332	Fabric Coating MillsT 
313320	Fabric Coating Mills
314	Textile Product MillsT 
3141	Textile Furnishings MillsT 
31411	Carpet and Rug MillsT 
314110	Carpet and Rug Mills
31412	Curtain and Linen MillsT 
314120	Curtain and Linen Mills
3149	Other Textile Product MillsT 
31491	Textile Bag and Canvas MillsT 
314910	Textile Bag and Canvas Mills 
31499	All Other Textile Product MillsT 
314994	Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills 
314999	All Other Miscellaneous Textile Product Mills 
315	Apparel ManufacturingT 
3151	Apparel Knitting MillsT 
31512	Apparel Knitting MillsT 
315120	Apparel Knitting Mills
3152	Cut and Sew Apparel ManufacturingT 
31521	Cut and Sew Apparel Contractors 
315210	Cut and Sew Apparel Contractors 
31525	Cut and Sew Apparel Manufacturing (except Contractors) 
315250	Cut and Sew Apparel Manufacturing (except Contractors) 
3159	Apparel Accessories and Other Apparel ManufacturingT 
31599	Apparel Accessories and Other Apparel ManufacturingT 
315990	Apparel Accessories and Other Apparel Manufacturing 
316	Leather and Allied Product ManufacturingT 
3161	Leather and Hide Tanning and FinishingT 
31611	Leather and Hide Tanning and FinishingT 
316110	Leather and Hide Tanning and Finishing
3162	Footwear ManufacturingT 
31621	Footwear ManufacturingT 
316210	Footwear Manufacturing 
3169	Other Leather and Allied Product ManufacturingT 
31699	Other Leather and Allied Product ManufacturingT 
316990	Other Leather and Allied Product Manufacturing 
321	Wood Product ManufacturingT 
3211	Sawmills and Wood PreservationT 
32111	Sawmills and Wood PreservationT 
321113	Sawmills 
321114	Wood Preservation 
3212	Veneer, Plywood, and Engineered Wood Product ManufacturingT 
32121	Veneer, Plywood, and Engineered Wood Product ManufacturingT 
321211	Hardwood Veneer and Plywood Manufacturing 
321212	Softwood Veneer and Plywood Manufacturing 
321215	Engineered Wood Member Manufacturing 
321219	Reconstituted Wood Product Manufacturing 
3219	Other Wood Product ManufacturingT 
32191	MillworkT 
321911	Wood Window and Door Manufacturing 
321912	Cut Stock, Resawing Lumber, and Planing 
321918	Other Millwork (including Flooring) 
32192	Wood Container and Pallet ManufacturingT 
321920	Wood Container and Pallet Manufacturing
32199	All Other Wood Product ManufacturingT 
321991	Manufactured Home (Mobile Home) Manufacturing 
321992	Prefabricated Wood Building Manufacturing 
321999	All Other Miscellaneous Wood Product Manufacturing 
322	Paper ManufacturingT 
3221	Pulp, Paper, and Paperboard MillsT 
32211	Pulp MillsT 
322110	Pulp Mills 
32212	Paper MillsT 
322120	Paper Mills 
32213	Paperboard MillsT 
322130	Paperboard Mills 
3222	Converted Paper Product ManufacturingT 
32221	Paperboard Container ManufacturingT 
322211	Corrugated and Solid Fiber Box Manufacturing 
322212	Folding Paperboard Box Manufacturing 
322219	Other Paperboard Container Manufacturing 
32222	Paper Bag and Coated and Treated Paper ManufacturingT 
322220	Paper Bag and Coated and Treated Paper Manufacturing
32223	Stationery Product ManufacturingT 
322230	Stationery Product Manufacturing
32229	Other Converted Paper Product ManufacturingT 
322291	Sanitary Paper Product Manufacturing 
322299	All Other Converted Paper Product Manufacturing 
323	Printing and Related Support ActivitiesT 
3231	Printing and Related Support ActivitiesT 
32311	PrintingT 
323111	Commercial Printing (except Screen and Books) 
323113	Commercial Screen Printing 
323117	Books Printing 
32312	Support Activities for PrintingT 
323120	Support Activities for Printing
324	Petroleum and Coal Products ManufacturingT 
3241	Petroleum and Coal Products ManufacturingT 
32411	Petroleum RefineriesT 
324110	Petroleum Refineries
32412	Asphalt Paving, Roofing, and Saturated Materials ManufacturingT 
324121	Asphalt Paving Mixture and Block Manufacturing 
324122	Asphalt Shingle and Coating Materials Manufacturing 
32419	Other Petroleum and Coal Products ManufacturingT 
324191	Petroleum Lubricating Oil and Grease Manufacturing 
324199	All Other Petroleum and Coal Products Manufacturing 
325	Chemical ManufacturingT 
3251	Basic Chemical ManufacturingT 
32511	Petrochemical ManufacturingT 
325110	Petrochemical Manufacturing
32512	Industrial Gas ManufacturingT 
325120	Industrial Gas Manufacturing
32513	Synthetic Dye and Pigment ManufacturingT 
325130	Synthetic Dye and Pigment Manufacturing
32518	Other Basic Inorganic Chemical ManufacturingT 
325180	Other Basic Inorganic Chemical Manufacturing 
32519	Other Basic Organic Chemical ManufacturingT 
325193	Ethyl Alcohol Manufacturing 
325194	Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing 
325199	All Other Basic Organic Chemical Manufacturing 
3252	Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments ManufacturingT 
32521	Resin and Synthetic Rubber ManufacturingT 
325211	Plastics Material and Resin Manufacturing 
325212	Synthetic Rubber Manufacturing 
32522	Artificial and Synthetic Fibers and Filaments ManufacturingT 
325220	Artificial and Synthetic Fibers and Filaments Manufacturing
3253	Pesticide, Fertilizer, and Other Agricultural Chemical ManufacturingT 
32531	Fertilizer and Compost ManufacturingT 
325311	Nitrogenous Fertilizer Manufacturing 
325312	Phosphatic Fertilizer Manufacturing 
325314	Fertilizer (Mixing Only) Manufacturing 
325315	Compost Manufacturing
32532	Pesticide and Other Agricultural Chemical ManufacturingT 
325320	Pesticide and Other Agricultural Chemical Manufacturing
3254	Pharmaceutical and Medicine ManufacturingT 
32541	Pharmaceutical and Medicine ManufacturingT 
325411	Medicinal and Botanical Manufacturing 
325412	Pharmaceutical Preparation Manufacturing 
325413	In-Vitro Diagnostic Substance Manufacturing 
325414	Biological Product (except Diagnostic) Manufacturing 
3255	Paint, Coating, and Adhesive ManufacturingT 
32551	Paint and Coating ManufacturingT 
325510	Paint and Coating Manufacturing
32552	Adhesive ManufacturingT 
325520	Adhesive Manufacturing
3256	Soap, Cleaning Compound, and Toilet Preparation ManufacturingT 
32561	Soap and Cleaning Compound ManufacturingT 
325611	Soap and Other Detergent Manufacturing 
325612	Polish and Other Sanitation Good Manufacturing 
325613	Surface Active Agent Manufacturing 
32562	Toilet Preparation ManufacturingT 
325620	Toilet Preparation Manufacturing
3259	Other Chemical Product and Preparation ManufacturingT 
32591	Printing Ink ManufacturingT 
325910	Printing Ink Manufacturing
32592	Explosives ManufacturingT 
325920	Explosives Manufacturing
32599	All Other Chemical Product and Preparation ManufacturingT 
325991	Custom Compounding of Purchased Resins 
325992	Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing 
325998	All Other Miscellaneous Chemical Product and Preparation Manufacturing 
326	Plastics and Rubber Products ManufacturingT 
3261	Plastics Product ManufacturingT 
32611	Plastics Packaging Materials and Unlaminated Film and Sheet ManufacturingT 
326111	Plastics Bag and Pouch Manufacturing 
326112	Plastics Packaging Film and Sheet (including Laminated) Manufacturing 
326113	Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing 
32612	Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape ManufacturingT 
326121	Unlaminated Plastics Profile Shape Manufacturing 
326122	Plastics Pipe and Pipe Fitting Manufacturing 
32613	Laminated Plastics Plate, Sheet (except Packaging), and Shape ManufacturingT 
326130	Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing
32614	Polystyrene Foam Product ManufacturingT 
326140	Polystyrene Foam Product Manufacturing
32615	Urethane and Other Foam Product (except Polystyrene) ManufacturingT 
326150	Urethane and Other Foam Product (except Polystyrene) Manufacturing
32616	Plastics Bottle ManufacturingT 
326160	Plastics Bottle Manufacturing
32619	Other Plastics Product ManufacturingT 
326191	Plastics Plumbing Fixture Manufacturing 
326199	All Other Plastics Product Manufacturing 
3262	Rubber Product ManufacturingT 
32621	Tire ManufacturingT 
326211	Tire Manufacturing (except Retreading) 
326212	Tire Retreading 
32622	Rubber and Plastics Hoses and Belting ManufacturingT 
326220	Rubber and Plastics Hoses and Belting Manufacturing
32629	Other Rubber Product ManufacturingT 
326291	Rubber Product Manufacturing for Mechanical Use 
326299	All Other Rubber Product Manufacturing 
327	Nonmetallic Mineral Product ManufacturingT 
3271	Clay Product and Refractory ManufacturingT 
32711	Pottery, Ceramics, and Plumbing Fixture ManufacturingT 
327110	Pottery, Ceramics, and Plumbing Fixture Manufacturing 
32712	Clay Building Material and Refractories ManufacturingT 
327120	Clay Building Material and Refractories Manufacturing 
3272	Glass and Glass Product ManufacturingT 
32721	Glass and Glass Product ManufacturingT 
327211	Flat Glass Manufacturing 
327212	Other Pressed and Blown Glass and Glassware Manufacturing 
327213	Glass Container Manufacturing 
327215	Glass Product Manufacturing Made of Purchased Glass 
3273	Cement and Concrete Product ManufacturingT 
32731	Cement ManufacturingT 
327310	Cement Manufacturing
32732	Ready-Mix Concrete ManufacturingT 
327320	Ready-Mix Concrete Manufacturing
32733	Concrete Pipe, Brick, and Block ManufacturingT 
327331	Concrete Block and Brick Manufacturing 
327332	Concrete Pipe Manufacturing 
32739	Other Concrete Product ManufacturingT 
327390	Other Concrete Product Manufacturing 
3274	Lime and Gypsum Product ManufacturingT 
32741	Lime ManufacturingT 
327410	Lime Manufacturing
32742	Gypsum Product ManufacturingT 
327420	Gypsum Product Manufacturing
3279	Other Nonmetallic Mineral Product ManufacturingT 
32791	Abrasive Product ManufacturingT 
327910	Abrasive Product Manufacturing
32799	All Other Nonmetallic Mineral Product ManufacturingT 
327991	Cut Stone and Stone Product Manufacturing 
327992	Ground or Treated Mineral and Earth Manufacturing 
327993	Mineral Wool Manufacturing 
327999	All Other Miscellaneous Nonmetallic Mineral Product Manufacturing 
331	Primary Metal ManufacturingT 
3311	Iron and Steel Mills and Ferroalloy ManufacturingT 
33111	Iron and Steel Mills and Ferroalloy ManufacturingT 
331110	Iron and Steel Mills and Ferroalloy Manufacturing 
3312	Steel Product Manufacturing from Purchased SteelT 
33121	Iron and Steel Pipe and Tube Manufacturing from Purchased SteelT 
331210	Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
33122	Rolling and Drawing of Purchased SteelT 
331221	Rolled Steel Shape Manufacturing 
331222	Steel Wire Drawing 
3313	Alumina and Aluminum Production and ProcessingT 
33131	Alumina and Aluminum Production and ProcessingT 
331313	Alumina Refining and Primary Aluminum Production 
331314	Secondary Smelting and Alloying of Aluminum 
331315	Aluminum Sheet, Plate, and Foil Manufacturing 
331318	Other Aluminum Rolling, Drawing, and Extruding 
3314	Nonferrous Metal (except Aluminum) Production and ProcessingT 
33141	Nonferrous Metal (except Aluminum) Smelting and RefiningT 
331410	Nonferrous Metal (except Aluminum) Smelting and Refining 
33142	Copper Rolling, Drawing, Extruding, and AlloyingT 
331420	Copper Rolling, Drawing, Extruding, and Alloying
33149	Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and AlloyingT 
331491	Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding 
331492	Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) 
3315	FoundriesT 
33151	Ferrous Metal FoundriesT 
331511	Iron Foundries 
331512	Steel Investment Foundries 
331513	Steel Foundries (except Investment) 
33152	Nonferrous Metal FoundriesT 
331523	Nonferrous Metal Die-Casting Foundries 
331524	Aluminum Foundries (except Die-Casting) 
331529	Other Nonferrous Metal Foundries (except Die-Casting) 
332	Fabricated Metal Product ManufacturingT 
3321	Forging and StampingT 
33211	Forging and StampingT 
332111	Iron and Steel Forging 
332112	Nonferrous Forging 
332114	Custom Roll Forming 
332117	Powder Metallurgy Part Manufacturing 
332119	Metal Crown, Closure, and Other Metal Stamping (except Automotive) 
3322	Cutlery and Handtool ManufacturingT 
33221	Cutlery and Handtool ManufacturingT 
332215	Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing 
332216	Saw Blade and Handtool Manufacturing 
3323	Architectural and Structural Metals ManufacturingT 
33231	Plate Work and Fabricated Structural Product ManufacturingT 
332311	Prefabricated Metal Building and Component Manufacturing 
332312	Fabricated Structural Metal Manufacturing 
332313	Plate Work Manufacturing 
33232	Ornamental and Architectural Metal Products ManufacturingT 
332321	Metal Window and Door Manufacturing 
332322	Sheet Metal Work Manufacturing 
332323	Ornamental and Architectural Metal Work Manufacturing 
3324	Boiler, Tank, and Shipping Container ManufacturingT 
33241	Power Boiler and Heat Exchanger ManufacturingT 
332410	Power Boiler and Heat Exchanger Manufacturing
33242	Metal Tank (Heavy Gauge) ManufacturingT 
332420	Metal Tank (Heavy Gauge) Manufacturing
33243	Metal Can, Box, and Other Metal Container (Light Gauge) ManufacturingT 
332431	Metal Can Manufacturing 
332439	Other Metal Container Manufacturing 
3325	Hardware ManufacturingT 
33251	Hardware ManufacturingT 
332510	Hardware Manufacturing
3326	Spring and Wire Product ManufacturingT 
33261	Spring and Wire Product ManufacturingT 
332613	Spring Manufacturing 
332618	Other Fabricated Wire Product Manufacturing 
3327	Machine Shops; Turned Product; and Screw, Nut, and Bolt ManufacturingT 
33271	Machine ShopsT 
332710	Machine Shops
33272	Turned Product and Screw, Nut, and Bolt ManufacturingT 
332721	Precision Turned Product Manufacturing 
332722	Bolt, Nut, Screw, Rivet, and Washer Manufacturing 
3328	Coating, Engraving, Heat Treating, and Allied ActivitiesT 
33281	Coating, Engraving, Heat Treating, and Allied ActivitiesT 
332811	Metal Heat Treating 
332812	Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers 
332813	Electroplating, Plating, Polishing, Anodizing, and Coloring 
3329	Other Fabricated Metal Product ManufacturingT 
33291	Metal Valve ManufacturingT 
332911	Industrial Valve Manufacturing 
332912	Fluid Power Valve and Hose Fitting Manufacturing 
332913	Plumbing Fixture Fitting and Trim Manufacturing 
332919	Other Metal Valve and Pipe Fitting Manufacturing 
33299	All Other Fabricated Metal Product ManufacturingT 
332991	Ball and Roller Bearing Manufacturing
332992	Small Arms Ammunition Manufacturing 
332993	Ammunition (except Small Arms) Manufacturing 
332994	Small Arms, Ordnance, and Ordnance Accessories Manufacturing 
332996	Fabricated Pipe and Pipe Fitting Manufacturing 
332999	All Other Miscellaneous Fabricated Metal Product Manufacturing 
333	Machinery ManufacturingT 
3331	Agriculture, Construction, and Mining Machinery ManufacturingT 
33311	Agricultural Implement ManufacturingT 
333111	Farm Machinery and Equipment Manufacturing 
